is_customer,duration_mths,credit_hist,purpose,credit_amt,savings,employed,installment_rate_pct,sex_status,guarantors,same_resid_since,property,age,other_installment_plans,housing,n_credits_this_bank,job,dependents,phone,foreign_worker,target
no checking account,12,critical account/  other credits existing (not at this bank),radio/television,1655,< 100k,>= 7 years,2,male:single,none,4,real estate,63,none,own,2,unskilled - resident,1,yes,yes,1
<0,24,exist paid till now,car (used),2812,unknown/ no savings account,>= 7 years,2,female:divorced/separated/married,none,4,real estate,26,none,rent,1,skilled employee / official,1,no,yes,1
<0,36,critical account/  other credits existing (not at this bank),education,8065,< 100k,1 - 4 years  ,3,female:divorced/separated/married,none,2,unknown / no property,25,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,0
no checking account,21,critical account/  other credits existing (not at this bank),car (used),3275,< 100k,>= 7 years,1,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
no checking account,24,critical account/  other credits existing (not at this bank),radio/television,2223,100k - 500k,>= 7 years,4,male:single,none,4,if not A121 : building society savings agreement/ life insurance,52,bank,own,2,skilled employee / official,1,no,yes,1
>= 200k,12,critical account/  other credits existing (not at this bank),car (new),1480,500k - 1M,unemployed,2,male:single,none,4,unknown / no property,66,bank,for free,3,unemployed/ unskilled  - non-resident,1,no,yes,1
<0,24,exist paid till now,car (new),1371,unknown/ no savings account,1 - 4 years  ,4,female:divorced/separated/married,none,4,real estate,25,none,rent,1,skilled employee / official,1,no,yes,0
no checking account,36,critical account/  other credits existing (not at this bank),car (new),3535,< 100k,4 - 7 years,4,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",37,none,own,2,skilled employee / official,1,yes,yes,1
<0,18,exist paid till now,radio/television,3509,< 100k,4 - 7 years,4,female:divorced/separated/married,guarantor,1,real estate,25,none,own,1,skilled employee / official,1,no,yes,1
no checking account,36,critical account/  other credits existing (not at this bank),car (used),5711,>= 1M,>= 7 years,4,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",38,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
0 - 200k,18,exist paid till now,repairs,3872,< 100k,unemployed,2,female:divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",67,none,own,1,skilled employee / official,1,yes,yes,1
0 - 200k,39,critical account/  other credits existing (not at this bank),radio/television,4933,< 100k,4 - 7 years,2,male:single,guarantor,2,real estate,25,none,own,2,skilled employee / official,1,no,yes,0
no checking account,24,critical account/  other credits existing (not at this bank),car (new),1940,>= 1M,>= 7 years,4,male:single,none,4,real estate,60,none,own,1,skilled employee / official,1,yes,yes,1
0 - 200k,12,no credits taken/ all paid,retraining,1410,< 100k,1 - 4 years  ,2,male:single,none,2,real estate,31,none,own,1,unskilled - resident,1,yes,yes,1
0 - 200k,12,exist paid till now,car (new),836,100k - 500k,< 1 year,4,female:divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,23,bank,own,1,unskilled - resident,1,no,yes,0
0 - 200k,20,exist paid till now,car (used),6468,unknown/ no savings account,unemployed,1,male:divorced/separated,none,4,real estate,60,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
0 - 200k,18,exist paid till now,business,1941,>= 1M,1 - 4 years  ,4,male:single,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,1,unskilled - resident,1,yes,yes,1
no checking account,22,exist paid till now,radio/television,2675,500k - 1M,>= 7 years,3,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",40,none,own,1,skilled employee / official,1,no,yes,1
no checking account,48,critical account/  other credits existing (not at this bank),car (used),2751,unknown/ no savings account,>= 7 years,4,male:single,none,3,"if not A121/A122 : car or other, not in attribute 6",38,none,own,2,skilled employee / official,2,yes,yes,1
0 - 200k,48,delay in paying off in the past,education,6224,< 100k,>= 7 years,4,male:single,none,4,unknown / no property,50,none,for free,1,skilled employee / official,1,no,yes,0
<0,40,critical account/  other credits existing (not at this bank),education,5998,< 100k,1 - 4 years  ,4,male:single,none,3,unknown / no property,27,bank,own,1,skilled employee / official,1,yes,yes,0
0 - 200k,21,exist paid till now,business,1188,< 100k,>= 7 years,2,female:divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,39,none,own,1,skilled employee / official,2,no,yes,0
no checking account,24,exist paid till now,car (used),6313,unknown/ no savings account,>= 7 years,3,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",41,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,yes,yes,1
no checking account,6,critical account/  other credits existing (not at this bank),furniture/equipment,1221,unknown/ no savings account,1 - 4 years  ,1,male:married/widowed,none,2,if not A121 : building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,no,yes,1
>= 200k,24,exist paid till now,furniture/equipment,2892,< 100k,>= 7 years,3,male:divorced/separated,none,4,unknown / no property,51,none,for free,1,skilled employee / official,1,no,yes,1
no checking account,24,exist paid till now,furniture/equipment,3062,500k - 1M,>= 7 years,4,male:single,none,3,unknown / no property,32,none,rent,1,skilled employee / official,1,yes,yes,1
no checking account,9,exist paid till now,furniture/equipment,2301,100k - 500k,< 1 year,2,female:divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,22,none,rent,1,skilled employee / official,1,no,yes,1
<0,18,exist paid till now,car (used),7511,unknown/ no savings account,>= 7 years,1,male:single,none,4,if not A121 : building society savings agreement/ life insurance,51,none,for free,1,skilled employee / official,2,yes,yes,0
no checking account,12,critical account/  other credits existing (not at this bank),furniture/equipment,1258,< 100k,< 1 year,2,female:divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,22,none,rent,2,unskilled - resident,1,no,yes,1
no checking account,24,delay in paying off in the past,car (new),717,unknown/ no savings account,>= 7 years,4,male:married/widowed,none,4,"if not A121/A122 : car or other, not in attribute 6",54,none,own,2,skilled employee / official,1,yes,yes,1
0 - 200k,9,exist paid till now,car (new),1549,unknown/ no savings account,< 1 year,4,male:single,none,2,real estate,35,none,own,1,unemployed/ unskilled  - non-resident,1,no,yes,1
no checking account,24,critical account/  other credits existing (not at this bank),education,1597,< 100k,>= 7 years,4,male:single,none,4,unknown / no property,54,none,for free,2,skilled employee / official,2,no,yes,1
0 - 200k,18,critical account/  other credits existing (not at this bank),radio/television,1795,< 100k,>= 7 years,3,female:divorced/separated/married,guarantor,4,real estate,48,bank,rent,2,unskilled - resident,1,yes,yes,1
<0,20,critical account/  other credits existing (not at this bank),furniture/equipment,4272,< 100k,>= 7 years,1,female:divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,24,none,own,2,skilled employee / official,1,no,yes,1
no checking account,12,critical account/  other credits existing (not at this bank),radio/television,976,unknown/ no savings account,>= 7 years,4,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,skilled employee / official,1,no,yes,1
0 - 200k,12,exist paid till now,car (new),7472,unknown/ no savings account,unemployed,1,female:divorced/separated/married,none,2,real estate,24,none,rent,1,unemployed/ unskilled  - non-resident,1,no,yes,1
<0,36,exist paid till now,car (new),9271,< 100k,4 - 7 years,2,male:single,none,1,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,yes,yes,0
0 - 200k,6,exist paid till now,radio/television,590,< 100k,< 1 year,3,male:married/widowed,none,3,real estate,26,none,own,1,unskilled - resident,1,no,no,1
no checking account,12,critical account/  other credits existing (not at this bank),radio/television,930,unknown/ no savings account,>= 7 years,4,male:single,none,4,real estate,65,none,own,4,skilled employee / official,1,no,yes,1
0 - 200k,42,this bank all paid,car (used),9283,< 100k,unemployed,1,male:single,none,2,unknown / no property,55,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
0 - 200k,15,no credits taken/ all paid,car (new),1778,< 100k,< 1 year,2,female:divorced/separated/married,none,1,real estate,26,none,rent,2,unemployed/ unskilled  - non-resident,1,no,yes,0
0 - 200k,8,exist paid till now,business,907,< 100k,< 1 year,3,male:married/widowed,none,2,real estate,26,none,own,1,skilled employee / official,1,yes,yes,1
0 - 200k,6,exist paid till now,radio/television,484,< 100k,4 - 7 years,3,male:married/widowed,guarantor,3,real estate,28,bank,own,1,unskilled - resident,1,no,yes,1
<0,36,critical account/  other credits existing (not at this bank),car (used),9629,< 100k,4 - 7 years,4,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",24,none,own,2,skilled employee / official,1,yes,yes,0
<0,48,exist paid till now,domestic appliances,3051,< 100k,1 - 4 years  ,3,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",54,none,own,1,skilled employee / official,1,no,yes,0
<0,48,exist paid till now,car (new),3931,< 100k,4 - 7 years,4,male:single,none,4,unknown / no property,46,none,for free,1,skilled employee / official,2,no,yes,0
0 - 200k,36,delay in paying off in the past,car (new),7432,< 100k,1 - 4 years  ,2,female:divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,54,none,rent,1,skilled employee / official,1,no,yes,1
no checking account,6,exist paid till now,domestic appliances,1338,500k - 1M,1 - 4 years  ,1,male:divorced/separated,none,4,real estate,62,none,own,1,skilled employee / official,1,no,yes,1
no checking account,6,critical account/  other credits existing (not at this bank),radio/television,1554,< 100k,4 - 7 years,1,female:divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,rent,2,skilled employee / official,1,yes,yes,1
<0,36,exist paid till now,others,15857,< 100k,unemployed,2,male:divorced/separated,co-applicant,3,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,no,yes,1
<0,18,exist paid till now,radio/television,1345,< 100k,1 - 4 years  ,4,male:married/widowed,none,3,real estate,26,bank,own,1,skilled employee / official,1,no,yes,0
no checking account,12,exist paid till now,car (new),1101,< 100k,1 - 4 years  ,3,male:married/widowed,none,2,real estate,27,none,own,2,skilled employee / official,1,yes,yes,1
>= 200k,12,exist paid till now,radio/television,3016,< 100k,1 - 4 years  ,3,male:married/widowed,none,1,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,no,yes,1
<0,36,exist paid till now,furniture/equipment,2712,< 100k,>= 7 years,2,male:single,none,2,if not A121 : building society savings agreement/ life insurance,41,bank,own,1,skilled employee / official,2,no,yes,0
<0,8,critical account/  other credits existing (not at this bank),car (new),731,< 100k,>= 7 years,4,male:single,none,4,real estate,47,none,own,2,unskilled - resident,1,no,yes,1
no checking account,18,critical account/  other credits existing (not at this bank),furniture/equipment,3780,< 100k,< 1 year,3,male:divorced/separated,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
<0,21,critical account/  other credits existing (not at this bank),car (new),1602,< 100k,>= 7 years,4,male:married/widowed,none,3,"if not A121/A122 : car or other, not in attribute 6",30,none,own,2,skilled employee / official,1,yes,yes,1
<0,18,critical account/  other credits existing (not at this bank),car (new),3966,< 100k,>= 7 years,1,female:divorced/separated/married,none,4,real estate,33,bank,rent,3,skilled employee / official,1,yes,yes,0
no checking account,18,no credits taken/ all paid,business,4165,< 100k,1 - 4 years  ,2,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",36,stores,own,2,skilled employee / official,2,no,yes,0
<0,36,exist paid till now,car (used),8335,unknown/ no savings account,>= 7 years,3,male:single,none,4,unknown / no property,47,none,for free,1,skilled employee / official,1,no,yes,0
0 - 200k,48,delay in paying off in the past,business,6681,unknown/ no savings account,1 - 4 years  ,4,male:single,none,4,unknown / no property,38,none,for free,1,skilled employee / official,2,yes,yes,1
no checking account,24,delay in paying off in the past,business,2375,500k - 1M,1 - 4 years  ,4,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",44,none,own,2,skilled employee / official,2,yes,yes,1
<0,18,exist paid till now,car (new),1216,< 100k,< 1 year,4,female:divorced/separated/married,none,3,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,1,skilled employee / official,1,yes,yes,0
<0,45,no credits taken/ all paid,business,11816,< 100k,>= 7 years,2,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",29,none,rent,2,skilled employee / official,1,no,yes,0
0 - 200k,24,exist paid till now,radio/television,5084,unknown/ no savings account,>= 7 years,2,female:divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,1,yes,yes,1
>= 200k,15,exist paid till now,radio/television,2327,< 100k,< 1 year,2,female:divorced/separated/married,none,3,real estate,25,none,own,1,unskilled - resident,1,no,yes,0
<0,12,no credits taken/ all paid,car (new),1082,< 100k,1 - 4 years  ,4,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",48,bank,own,2,skilled employee / official,1,no,yes,0
no checking account,12,exist paid till now,radio/television,886,unknown/ no savings account,1 - 4 years  ,4,female:divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",21,none,own,1,skilled employee / official,1,no,yes,1
no checking account,4,exist paid till now,furniture/equipment,601,< 100k,< 1 year,1,female:divorced/separated/married,none,3,real estate,23,none,rent,1,unskilled - resident,2,no,yes,1
<0,24,critical account/  other credits existing (not at this bank),car (used),2957,< 100k,>= 7 years,4,male:single,none,4,if not A121 : building society savings agreement/ life insurance,63,none,own,2,skilled employee / official,1,yes,yes,1
no checking account,24,critical account/  other credits existing (not at this bank),radio/television,2611,< 100k,>= 7 years,4,male:married/widowed,co-applicant,3,real estate,46,none,own,2,skilled employee / official,1,no,yes,1
<0,36,exist paid till now,furniture/equipment,5179,< 100k,4 - 7 years,4,male:single,none,2,if not A121 : building society savings agreement/ life insurance,29,none,own,1,skilled employee / official,1,no,yes,0
no checking account,21,delay in paying off in the past,car (used),2993,< 100k,1 - 4 years  ,3,male:single,none,2,real estate,28,stores,own,2,unskilled - resident,1,no,yes,1
no checking account,18,exist paid till now,repairs,1943,< 100k,< 1 year,4,female:divorced/separated/married,none,4,real estate,23,none,own,1,skilled employee / official,1,no,yes,0
no checking account,24,this bank all paid,business,1559,< 100k,4 - 7 years,4,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",50,bank,own,1,skilled employee / official,1,yes,yes,1
no checking account,18,exist paid till now,furniture/equipment,3422,< 100k,>= 7 years,4,male:single,none,4,if not A121 : building society savings agreement/ life insurance,47,bank,own,3,skilled employee / official,2,yes,yes,1
0 - 200k,21,exist paid till now,furniture/equipment,3976,unknown/ no savings account,4 - 7 years,2,male:single,none,3,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,yes,yes,1
no checking account,18,exist paid till now,car (new),6761,unknown/ no savings account,1 - 4 years  ,2,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",68,none,rent,2,skilled employee / official,1,no,yes,0
no checking account,24,exist paid till now,car (new),1249,< 100k,< 1 year,4,male:married/widowed,none,2,real estate,28,none,own,1,skilled employee / official,1,no,yes,1
<0,9,exist paid till now,radio/television,1364,< 100k,4 - 7 years,3,male:single,none,4,real estate,59,none,own,1,skilled employee / official,1,no,yes,1
<0,12,exist paid till now,radio/television,709,< 100k,>= 7 years,4,male:single,none,4,real estate,57,stores,own,1,unskilled - resident,1,no,yes,0
<0,20,critical account/  other credits existing (not at this bank),car (new),2235,< 100k,1 - 4 years  ,4,male:married/widowed,guarantor,2,if not A121 : building society savings agreement/ life insurance,33,bank,rent,2,skilled employee / official,1,no,no,0
no checking account,24,critical account/  other credits existing (not at this bank),car (used),4042,unknown/ no savings account,4 - 7 years,3,male:single,none,4,if not A121 : building society savings agreement/ life insurance,43,none,own,2,skilled employee / official,1,yes,yes,1
no checking account,15,critical account/  other credits existing (not at this bank),radio/television,1471,< 100k,1 - 4 years  ,4,male:single,none,4,unknown / no property,35,none,for free,2,skilled employee / official,1,yes,yes,1
<0,18,this bank all paid,car (new),1442,< 100k,4 - 7 years,4,male:single,none,4,unknown / no property,32,none,for free,2,unskilled - resident,2,no,yes,0
no checking account,36,delay in paying off in the past,car (new),10875,< 100k,>= 7 years,2,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",45,none,own,2,skilled employee / official,2,yes,yes,1
no checking account,24,exist paid till now,car (new),1474,100k - 500k,< 1 year,4,male:married/widowed,none,3,real estate,33,none,own,1,skilled employee / official,1,yes,yes,1
no checking account,10,exist paid till now,retraining,894,unknown/ no savings account,4 - 7 years,4,female:divorced/separated/married,none,3,if not A121 : building society savings agreement/ life insurance,40,none,own,1,skilled employee / official,1,yes,yes,1
no checking account,15,critical account/  other credits existing (not at this bank),furniture/equipment,3343,< 100k,1 - 4 years  ,4,male:single,none,2,unknown / no property,28,none,for free,1,skilled employee / official,1,yes,yes,1
<0,15,exist paid till now,car (new),3959,< 100k,1 - 4 years  ,3,female:divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,29,none,own,1,skilled employee / official,1,yes,yes,0
no checking account,9,exist paid till now,car (new),3577,100k - 500k,1 - 4 years  ,1,male:single,guarantor,2,real estate,26,none,rent,1,skilled employee / official,2,no,no,1
no checking account,24,critical account/  other credits existing (not at this bank),car (used),5804,>= 1M,1 - 4 years  ,4,male:single,none,2,real estate,27,none,own,2,skilled employee / official,1,no,yes,1
no checking account,18,delay in paying off in the past,business,2169,< 100k,1 - 4 years  ,4,male:married/widowed,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,yes,yes,0
<0,24,exist paid till now,radio/television,2439,< 100k,< 1 year,4,female:divorced/separated/married,none,4,real estate,35,none,own,1,skilled employee / official,1,yes,yes,0
no checking account,27,critical account/  other credits existing (not at this bank),furniture/equipment,4526,>= 1M,< 1 year,4,male:single,none,2,real estate,32,stores,own,2,unskilled - resident,2,yes,yes,1
no checking account,10,exist paid till now,furniture/equipment,2210,< 100k,1 - 4 years  ,2,male:single,none,2,real estate,25,bank,rent,1,unskilled - resident,1,no,yes,0
no checking account,15,exist paid till now,furniture/equipment,2221,500k - 1M,1 - 4 years  ,2,female:divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",20,none,rent,1,skilled employee / official,1,no,yes,1
<0,18,exist paid till now,radio/television,2389,< 100k,< 1 year,4,female:divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute 6",27,stores,own,1,skilled employee / official,1,no,yes,1
no checking account,12,critical account/  other credits existing (not at this bank),furniture/equipment,3331,< 100k,>= 7 years,2,male:single,none,4,if not A121 : building society savings agreement/ life insurance,42,stores,own,1,skilled employee / official,1,no,yes,1
no checking account,36,exist paid till now,business,7409,unknown/ no savings account,>= 7 years,3,male:single,none,2,if not A121 : building society savings agreement/ life insurance,37,none,own,2,skilled employee / official,1,no,yes,1
<0,12,exist paid till now,furniture/equipment,652,< 100k,>= 7 years,4,female:divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,24,none,rent,1,skilled employee / official,1,no,yes,1
no checking account,36,delay in paying off in the past,furniture/equipment,7678,500k - 1M,4 - 7 years,2,female:divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",40,none,own,2,skilled employee / official,1,yes,yes,1
>= 200k,6,critical account/  other credits existing (not at this bank),car (new),1343,< 100k,>= 7 years,1,male:single,none,4,real estate,46,none,own,2,skilled employee / official,2,no,no,1
<0,24,critical account/  other credits existing (not at this bank),business,1382,100k - 500k,4 - 7 years,4,male:single,none,1,real estate,26,none,own,2,skilled employee / official,1,yes,yes,1
no checking account,15,exist paid till now,domestic appliances,874,unknown/ no savings account,< 1 year,4,female:divorced/separated/married,none,1,real estate,24,none,own,1,skilled employee / official,1,no,yes,1
<0,12,exist paid till now,furniture/equipment,3590,< 100k,1 - 4 years  ,2,male:single,co-applicant,2,if not A121 : building society savings agreement/ life insurance,29,none,own,1,unskilled - resident,2,no,yes,1
0 - 200k,11,critical account/  other credits existing (not at this bank),car (new),1322,>= 1M,1 - 4 years  ,4,female:divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",40,none,own,2,skilled employee / official,1,no,yes,1
<0,18,this bank all paid,radio/television,1940,< 100k,< 1 year,3,male:single,co-applicant,4,unknown / no property,36,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
no checking account,36,exist paid till now,radio/television,3595,< 100k,>= 7 years,4,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,no,yes,1
<0,9,exist paid till now,car (new),1422,< 100k,< 1 year,3,male:single,none,2,unknown / no property,27,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,0
no checking account,30,critical account/  other credits existing (not at this bank),radio/television,6742,unknown/ no savings account,4 - 7 years,2,male:single,none,3,if not A121 : building society savings agreement/ life insurance,36,none,own,2,skilled employee / official,1,no,yes,1
no checking account,24,exist paid till now,car (used),7814,< 100k,4 - 7 years,3,male:single,none,3,"if not A121/A122 : car or other, not in attribute 6",38,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
no checking account,24,exist paid till now,car (used),9277,unknown/ no savings account,1 - 4 years  ,2,male:divorced/separated,none,4,unknown / no property,48,none,for free,1,skilled employee / official,1,yes,yes,1
0 - 200k,30,critical account/  other credits existing (not at this bank),car (new),2181,unknown/ no savings account,>= 7 years,4,male:single,none,4,real estate,36,none,own,2,skilled employee / official,1,no,yes,1
no checking account,18,critical account/  other credits existing (not at this bank),radio/television,1098,< 100k,unemployed,4,female:divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",65,none,own,2,unemployed/ unskilled  - non-resident,1,no,yes,1
0 - 200k,24,exist paid till now,furniture/equipment,4057,< 100k,4 - 7 years,3,male:divorced/separated,none,3,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,skilled employee / official,1,yes,yes,0
<0,12,exist paid till now,education,795,< 100k,< 1 year,4,female:divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,53,none,own,1,skilled employee / official,1,no,yes,0
0 - 200k,24,critical account/  other credits existing (not at this bank),business,2825,unknown/ no savings account,4 - 7 years,4,male:single,none,3,unknown / no property,34,none,own,2,skilled employee / official,2,yes,yes,1
0 - 200k,48,exist paid till now,business,15672,< 100k,1 - 4 years  ,2,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,yes,yes,0
no checking account,36,critical account/  other credits existing (not at this bank),car (new),6614,< 100k,>= 7 years,4,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
no checking account,28,this bank all paid,car (used),7824,unknown/ no savings account,< 1 year,3,male:single,guarantor,4,real estate,40,bank,rent,2,skilled employee / official,2,yes,yes,1
<0,27,critical account/  other credits existing (not at this bank),business,2442,< 100k,>= 7 years,4,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",43,stores,own,4,management/ self-employed/ highly qualified employee/ officer,2,yes,yes,1
no checking account,15,critical account/  other credits existing (not at this bank),radio/television,1829,< 100k,>= 7 years,4,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",46,none,own,2,skilled employee / official,1,yes,yes,1
<0,12,critical account/  other credits existing (not at this bank),car (new),2171,< 100k,1 - 4 years  ,4,male:single,none,4,if not A121 : building society savings agreement/ life insurance,38,bank,own,2,unskilled - resident,1,no,no,1
0 - 200k,36,critical account/  other credits existing (not at this bank),car (used),5800,< 100k,1 - 4 years  ,3,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,skilled employee / official,1,yes,yes,1
no checking account,18,critical account/  other credits existing (not at this bank),radio/television,1169,unknown/ no savings account,1 - 4 years  ,4,male:single,none,3,if not A121 : building society savings agreement/ life insurance,29,none,own,2,skilled employee / official,1,yes,yes,1
no checking account,36,delay in paying off in the past,car (used),8947,unknown/ no savings account,4 - 7 years,3,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",31,stores,own,1,management/ self-employed/ highly qualified employee/ officer,2,yes,yes,1
<0,21,exist paid till now,radio/television,2606,< 100k,< 1 year,4,female:divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,28,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
no checking account,12,critical account/  other credits existing (not at this bank),furniture/equipment,1592,>= 1M,4 - 7 years,3,female:divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,1,skilled employee / official,1,no,no,1
no checking account,15,exist paid till now,furniture/equipment,2186,unknown/ no savings account,4 - 7 years,1,female:divorced/separated/married,none,4,real estate,33,bank,rent,1,unskilled - resident,1,no,yes,1
<0,18,exist paid till now,furniture/equipment,4153,< 100k,1 - 4 years  ,2,male:single,co-applicant,3,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,1,no,yes,0
<0,16,critical account/  other credits existing (not at this bank),car (new),2625,< 100k,>= 7 years,2,male:single,guarantor,4,if not A121 : building society savings agreement/ life insurance,43,bank,rent,1,skilled employee / official,1,yes,yes,0
no checking account,20,critical account/  other credits existing (not at this bank),car (new),3485,unknown/ no savings account,< 1 year,2,male:divorced/separated,none,4,real estate,44,none,own,2,skilled employee / official,1,yes,yes,1
no checking account,36,critical account/  other credits existing (not at this bank),car (used),10477,unknown/ no savings account,>= 7 years,2,male:single,none,4,unknown / no property,42,none,for free,2,skilled employee / official,1,no,yes,1
no checking account,15,exist paid till now,radio/television,1386,unknown/ no savings account,1 - 4 years  ,4,male:married/widowed,none,2,real estate,40,none,rent,1,skilled employee / official,1,yes,yes,1
no checking account,24,exist paid till now,radio/television,1278,< 100k,>= 7 years,4,male:single,none,1,real estate,36,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
<0,12,exist paid till now,radio/television,1107,< 100k,1 - 4 years  ,2,male:single,none,2,real estate,20,none,rent,1,management/ self-employed/ highly qualified employee/ officer,2,yes,yes,1
<0,21,exist paid till now,car (new),3763,unknown/ no savings account,4 - 7 years,2,male:single,co-applicant,2,real estate,24,none,own,1,unskilled - resident,1,no,no,1
0 - 200k,36,exist paid till now,education,3711,unknown/ no savings account,1 - 4 years  ,2,male:married/widowed,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,no,yes,1
no checking account,15,delay in paying off in the past,car (used),3594,< 100k,< 1 year,1,female:divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,46,none,own,2,unskilled - resident,1,no,yes,1
0 - 200k,9,exist paid till now,car (new),3195,unknown/ no savings account,1 - 4 years  ,1,female:divorced/separated/married,none,2,real estate,33,none,own,1,unskilled - resident,1,no,yes,1
no checking account,36,delay in paying off in the past,radio/television,4454,< 100k,1 - 4 years  ,4,female:divorced/separated/married,none,4,real estate,34,none,own,2,skilled employee / official,1,no,yes,1
0 - 200k,24,critical account/  other credits existing (not at this bank),furniture/equipment,4736,< 100k,< 1 year,2,female:divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",25,bank,own,1,unskilled - resident,1,no,yes,0
0 - 200k,30,exist paid till now,radio/television,2991,unknown/ no savings account,>= 7 years,2,female:divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,no,yes,1
no checking account,11,exist paid till now,business,2142,>= 1M,>= 7 years,1,male:divorced/separated,none,2,real estate,28,none,own,1,skilled employee / official,1,yes,yes,1
<0,24,this bank all paid,business,3161,< 100k,1 - 4 years  ,4,male:single,none,2,if not A121 : building society savings agreement/ life insurance,31,none,rent,1,skilled employee / official,1,yes,yes,0
0 - 200k,48,no credits taken/ all paid,others,18424,< 100k,1 - 4 years  ,1,female:divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,32,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes,no,0
